Type,Number,Page,Title,Alternate Title 1,Alternate Title 2,Alternate Title 3,Alternate Title 4,Alternate Title 5,Alternate Title 6,Alternate Title 7,Alternate Title 8,Alternate Title 9,Alternate Title 10,Alternate Title 11,Alternate Title 12,Alternate Title 13,Alternate Title 14,Alternate Title 15,Alternate Title 16,Alternate Title 17,Alternate Title 18,Alternate Title 19
Double Jig,300,64,Apples in Winter,Joe Kennedy's Jig,Kennedy's Jig,,,,,,,,,,,,,,,,,
Double Jig,301,65,The Humors of Castlecomer,Humours of Castlecomer,The Humors of Castle Comer,Humours of Castle Comer,,,,,,,,,,,,,,,,
Double Jig,302,65,What Sounds Can Compare?,The Black Rogue,The Bark is on the Swelling Shore,The Bunch of Green Rushes,Come Under My Plaiddie,God Bless the Green Mountain,The Humors of Donnybrook Fair,The Humours of Donnybrook Fair,Inishowen,The Irish Lady,The Irish Lass,Johnny McGill,The Little Bench of Rushes,Michael Malloy,Nature and Melody,O! Pleasant Was the Moon,Shaun Glas,This Life is All Checkered,'Tis a Bit of a Thing,Tom Linton
Double Jig,303,65,The Ranting Rake,,,,,,,,,,,,,,,,,,,
Double Jig,304,65,The Blooming Meadows,Down With the Tithes,The Hag and Her Praskeen,The Humors of Milltown,The Humours of Milltown,,,,,,,,,,,,,,,
Double Jig,305,65,Delaney's Drummers,,,,,,,,,,,,,,,,,,,
Double Jig,306,65,Crabs in the Skillet,,,,,,,,,,,,,,,,,,,
Double Jig,307,66,The Woeful Widow,,,,,,,,,,,,,,,,,,,
Double Jig,308,66,The Cat and the Bacon,,,,,,,,,,,,,,,,,,,
Double Jig,309,66,The Galloping Young Thing,,,,,,,,,,,,,,,,,,,
Double Jig,310,66,The Bridal Jig,Beside the Bann,,,,,,,,,,,,,,,,,,
Double Jig,311,66,The Man in the Moon,,,,,,,,,,,,,,,,,,,
Double Jig,312,66,Come With Me Now,,,,,,,,,,,,,,,,,,,
Double Jig,313,66,The Frost is All Over,The Mist of Clonmel,On a Monday Morning,The Praties Are Dug,,,,,,,,,,,,,,,,
Double Jig,314,67,Sally Magee,,,,,,,,,,,,,,,,,,,
Double Jig,315,67,The Red Rose,,,,,,,,,,,,,,,,,,,
Double Jig,316,67,The Humors of Glynn,Humours of Glynn,The Groves of Sweet Myrtle,,,,,,,,,,,,,,,,,
Double Jig,317,67,The Irishwoman,The Irish Washerwoman,Jackson's Delight,,,,,,,,,,,,,,,,,
Double Jig,318,67,The Merry Huntsman,,,,,,,,,,,,,,,,,,,
Double Jig,319,67,The Fairy Jig,,,,,,,,,,,,,,,,,,,
Double Jig,320,67,The Piper's Welcome,,,,,,,,,,,,,,,,,,,
Double Jig,321,68,Oh! Hag You have Killed Me,,,,,,,,,,,,,,,,,,,
Double Jig,322,68,The Full Moon,,,,,,,,,,,,,,,,,,,
Double Jig,323,68,Yesterday Morning,,,,,,,,,,,,,,,,,,,
Double Jig,324,68,Castletown Conners,,,,,,,,,,,,,,,,,,,
Double Jig,325,68,Martin's One-horned Cow,Martin's Onehorned Cow,,,,,,,,,,,,,,,,,,
Double Jig,326,68,Ollistrum Jig,,,,,,,,,,,,,,,,,,,
Double Jig,327,68,Stay Where You Are,,,,,,,,,,,,,,,,,,,
Double Jig,328,69,Miss Walsh's Fancy,,,,,,,,,,,,,,,,,,,
Double Jig,329,69,The Humors of Clare,Humours of Clare,,,,,,,,,,,,,,,,,,
Double Jig,330,69,The Queen of the Fair,,,,,,,,,,,,,,,,,,,
Double Jig,331,69,The Foot of the Mountain,,,,,,,,,,,,,,,,,,,
Double Jig,332,69,The Maids of Ballinacarty,,,,,,,,,,,,,,,,,,,
Double Jig,333,69,Miss Downing's Fancy,,,,,,,,,,,,,,,,,,,
Double Jig,334,70,When You Go Home,,,,,,,,,,,,,,,,,,,
Double Jig,335,70,Friend of My Heart,,,,,,,,,,,,,,,,,,,
Double Jig,336,70,Down the River,,,,,,,,,,,,,,,,,,,
Double Jig,337,70,Come Along With Me,,,,,,,,,,,,,,,,,,,
Double Jig,338,70,Cronin's Frolics,,,,,,,,,,,,,,,,,,,
Double Jig,339,70,Belles of Liscarroll,,,,,,,,,,,,,,,,,,,
Double Jig,340,71,Munster Bacon,,,,,,,,,,,,,,,,,,,
Double Jig,341,71,Billy McCormack,The New Lesson,Tumbling Down Tady's Acre,,,,,,,,,,,,,,,,,
Double Jig,342,71,The Chorus Jig,,,,,,,,,,,,,,,,,,,
Double Jig,343,71,Church Hill,,,,,,,,,,,,,,,,,,,
Double Jig,344,71,The Stolen Purse,,,,,,,,,,,,,,,,,,,
Double Jig,345,71,A Trip to Galway,,,,,,,,,,,,,,,,,,,
Double Jig,346,72,Miss Douglas,,,,,,,,,,,,,,,,,,,
Double Jig,347,72,The Maid of Kinsale,,,,,,,,,,,,,,,,,,,
Double Jig,348,72,The Flowers of Dungarvan,,,,,,,,,,,,,,,,,,,
Double Jig,349,72,Miss Grant's Jig,,,,,,,,,,,,,,,,,,,
Double Jig,350,72,Don't Be Teasing,,,,,,,,,,,,,,,,,,,
Double Jig,351,72,Clancy's Frolics,,,,,,,,,,,,,,,,,,,
Double Jig,352,72,The Powers of Punch,,,,,,,,,,,,,,,,,,,
Double Jig,353,73,The Yellow Wattle,,,,,,,,,,,,,,,,,,,
Double Jig,354,73,The Lads of Dunse,,,,,,,,,,,,,,,,,,,
Double Jig,355,73,The Lasses of Dunse,,,,,,,,,,,,,,,,,,,
Double Jig,356,73,Portpatrick,,,,,,,,,,,,,,,,,,,
Double Jig,357,73,The Hibernian Jig,,,,,,,,,,,,,,,,,,,
Double Jig,358,73,Go to the Devil and Shake Yourself,,,,,,,,,,,,,,,,,,,
Double Jig,359,74,May Be I Will,,,,,,,,,,,,,,,,,,,
Double Jig,360,74,The Market Girl,,,,,,,,,,,,,,,,,,,
Double Jig,361,74,The Drogheda Weavers,,,,,,,,,,,,,,,,,,,
Double Jig,362,74,The Hollyford Jig,,,,,,,,,,,,,,,,,,,
Double Jig,363,74,Nell Kennedy,,,,,,,,,,,,,,,,,,,
Double Jig,364,74,Three Halfpence a Day,Very Poor Pay,,,,,,,,,,,,,,,,,,
Double Jig,365,74,Merry Mary,,,,,,,,,,,,,,,,,,,
Single Jig,366,75,Bolt the Door,,,,,,,,,,,,,,,,,,,
Single Jig,367,75,Ask My Father,,,,,,,,,,,,,,,,,,,
Single Jig,368,75,With All My Heart,,,,,,,,,,,,,,,,,,,
Single Jig,369,75,Get Up Early,,,,,,,,,,,,,,,,,,,
Single Jig,370,75,Dan Roger's Jig,,,,,,,,,,,,,,,,,,,
Single Jig,371,76,Tie the Petticoat Tighter,The Bonnie Highlander,Yourself Along With Me,,,,,,,,,,,,,,,,,
Single Jig,372,76,Trip It Up Stairs,,,,,,,,,,,,,,,,,,,
Single Jig,373,76,Sergeant Cahill's Favorite,Sergeant Cahill's Favourite,,,,,,,,,,,,,,,,,,
Single Jig,374,76,Moll in the Ward,,,,,,,,,,,,,,,,,,,
